enrollment_id,student_id,course_id,term_code,grade_point,grade_letter,completion_status,feedback_rating,hours_per_week,engagement_score
ENR-01192,STU-0081,MAC-COMP-8390,2025F,3.33,B+,completed,4,11.0,0.9
ENR-01193,STU-0057,MAC-COMP-8390,2025S,3.8,A,completed,4,10.6,0.8
ENR-01194,STU-0096,MAC-COMP-8390,2026S,3.33,B+,completed,4,7.4,0.47
ENR-01195,STU-0027,MAC-COMP-8390,2026F,3.67,A-,completed,4,13.3,0.86
ENR-01196,STU-0035,MAC-COMP-8390,2026W,3.8,A,completed,3,12.4,0.66
ENR-01197,STU-0112,MAC-COMP-8390,2026S,,,withdrawn,,13.7,0.84
ENR-01198,STU-0017,MAC-COMP-8390,2025S,3.33,B+,completed,4,12.3,0.41
ENR-01199,STU-0117,MAC-COMP-8390,2026W,2.67,B-,completed,3,10.7,0.85
ENR-01200,STU-0119,MAC-COMP-8390,2025F,,,withdrawn,,9.8,0.74
ENR-01201,STU-0063,MAC-COMP-8390,2026W,3.8,A,completed,4,13.3,0.52
ENR-01202,STU-0090,MAC-COMP-8490,2025F,3.67,A-,completed,3,6.5,0.82
ENR-01203,STU-0039,MAC-COMP-8490,2026W,3.33,B+,completed,4,12.2,0.83
ENR-01204,STU-0084,MAC-COMP-8490,2025F,3.8,A,completed,3,10.3,0.84
ENR-01205,STU-0053,MAC-COMP-8490,2025S,3.33,B+,completed,3,8.9,0.83
ENR-01206,STU-0015,MAC-COMP-8490,2026W,3.33,B+,completed,5,6.4,0.81
ENR-01207,STU-0018,MAC-COMP-8490,2026S,3.33,B+,completed,4,9.6,0.6
ENR-01208,STU-0006,MAC-COMP-8490,2025F,3.0,B,completed,5,13.6,0.42
ENR-01209,STU-0005,MAC-COMP-8490,2026W,3.8,A,completed,4,9.7,0.93
ENR-01210,STU-0119,MAC-COMP-8490,2026S,2.67,B-,completed,3,11.5,0.67
ENR-01211,STU-0064,MAC-COMP-8490,2026W,3.67,A-,completed,5,10.9,0.44
ENR-01212,STU-0116,MAC-COMP-8490,2026F,3.33,B+,completed,4,11.7,0.61
ENR-01213,STU-0013,MAC-COMP-8490,2026F,3.0,B,completed,5,10.8,0.45
ENR-01214,STU-0031,MAC-COMP-8490,2026F,3.33,B+,completed,3,11.8,0.52
ENR-01215,STU-0069,MAC-COMP-8490,2026W,3.0,B,completed,4,12.6,0.62
ENR-01216,STU-0115,MAC-COMP-8490,2026W,3.8,A,completed,4,11.3,0.61
ENR-01217,STU-0050,MAC-COMP-8490,2025S,3.8,A,completed,5,12.7,0.45
ENR-01218,STU-0059,MAC-COMP-8490,2025F,3.33,B+,completed,4,10.5,0.72
ENR-01219,STU-0048,MAC-COMP-8490,2025S,,,withdrawn,,9.3,0.88
ENR-01220,STU-0086,MAC-COMP-8490,2026S,,,in-progress,,12.9,0.8
ENR-01221,STU-0096,MAC-COMP-8490,2026F,3.33,B+,completed,3,8.5,0.46
ENR-01222,STU-0120,MAC-COMP-8490,2026S,3.0,B,completed,4,7.8,0.46
ENR-01223,STU-0070,MAC-COMP-8490,2026W,3.0,B,completed,5,10.6,0.84
ENR-01224,STU-0054,MAC-COMP-8490,2026F,3.0,B,completed,4,6.2,0.91
ENR-01225,STU-0076,MAC-COMP-8490,2025F,2.67,B-,completed,4,8.2,0.82
ENR-01226,STU-0101,MAC-COMP-8490,2025F,3.33,B+,completed,3,13.0,0.71
ENR-01227,STU-0094,MAC-COMP-8490,2025S,,,withdrawn,,6.7,0.69
ENR-01228,STU-0020,MAC-COMP-8490,2026S,3.67,A-,completed,4,9.6,0.49
ENR-01229,STU-0098,MAC-COMP-8490,2026F,,,in-progress,,10.8,0.89
ENR-01230,STU-0118,MAC-COMP-8490,2025F,3.8,A,completed,4,12.0,0.43
ENR-01231,STU-0109,MAC-COMP-8490,2026S,3.67,A-,completed,5,9.9,0.64
ENR-01232,STU-0063,MAC-COMP-8490,2026W,3.0,B,completed,4,9.4,0.56
ENR-01233,STU-0079,MAC-COMP-8490,2026W,3.33,B+,completed,3,6.4,0.62
ENR-01234,STU-0117,MAC-COMP-8490,2026W,3.0,B,completed,4,13.6,0.82
ENR-01235,STU-0036,MAC-COMP-8490,2025S,3.8,A,completed,4,6.1,0.81
ENR-01236,STU-0113,MAC-COMP-8490,2025F,3.0,B,completed,3,10.0,0.86
ENR-01237,STU-0103,MAC-COMP-8490,2025S,3.8,A,completed,4,9.5,0.65
ENR-01238,STU-0028,MAC-COMP-8490,2026S,3.33,B+,completed,3,10.6,0.79
ENR-01239,STU-0057,MAC-COMP-8490,2025S,2.67,B-,completed,4,13.7,0.49
ENR-01240,STU-0083,MAC-COMP-8490,2026W,,,withdrawn,,6.7,0.86
ENR-01241,STU-0108,MAC-COMP-8490,2026S,3.67,A-,completed,4,10.7,0.69
ENR-01242,STU-0047,MAC-COMP-8490,2026W,,,in-progress,,7.8,0.83
ENR-01243,STU-0091,MAC-COMP-8490,2026F,3.8,A,completed,4,11.1,0.69
ENR-01244,STU-0085,MAC-COMP-8490,2025F,3.8,A,completed,5,7.9,0.48
ENR-01245,STU-0099,MAC-COMP-8490,2025S,3.33,B+,completed,5,7.4,0.83
ENR-01246,STU-0046,MAC-COMP-8490,2026F,,,in-progress,,9.6,0.91
ENR-01247,STU-0008,MAC-COMP-8490,2026F,3.67,A-,completed,4,8.6,0.93
ENR-01248,STU-0051,MAC-COMP-8490,2026S,3.67,A-,completed,3,9.5,0.57
ENR-01249,STU-0087,MAC-COMP-8490,2026F,4.0,A+,completed,4,6.6,0.65
ENR-01250,STU-0025,MAC-COMP-8490,2025S,3.8,A,completed,5,11.2,0.94
ENR-01251,STU-0016,MAC-COMP-8490,2026S,3.0,B,completed,3,9.7,0.7
ENR-01252,STU-0104,MAC-COMP-8490,2026F,3.33,B+,completed,3,11.2,0.58
ENR-01253,STU-0012,MAC-COMP-8490,2026S,3.67,A-,completed,5,6.8,0.89
ENR-01254,STU-0092,MAC-COMP-8490,2026F,3.0,B,completed,4,11.2,0.42
ENR-01255,STU-0003,MAC-COMP-8490,2026F,2.67,B-,completed,4,10.9,0.6
ENR-01256,STU-0007,MAC-COMP-8490,2026W,3.33,B+,completed,4,11.4,0.43
ENR-01257,STU-0043,MAC-COMP-8490,2026W,3.67,A-,completed,5,6.8,0.77
ENR-01258,STU-0032,MAC-COMP-8490,2026F,3.33,B+,completed,3,13.0,0.58
ENR-01259,STU-0009,MAC-COMP-8490,2026W,3.67,A-,completed,5,13.7,0.78
ENR-01260,STU-0074,MAC-COMP-8490,2025S,,,withdrawn,,8.5,0.61
ENR-01261,STU-0043,MAC-COMP-8500,2025F,2.0,C,completed,4,8.9,0.92
ENR-01262,STU-0105,MAC-COMP-8500,2026W,,,in-progress,,12.2,0.68
ENR-01263,STU-0017,MAC-COMP-8500,2025F,3.8,A,completed,4,12.5,0.84
ENR-01264,STU-0086,MAC-COMP-8500,2026S,3.8,A,completed,5,13.0,0.7
ENR-01265,STU-0090,MAC-COMP-8500,2026W,3.33,B+,completed,5,6.7,0.49
ENR-01266,STU-0107,MAC-COMP-8500,2026S,3.0,B,completed,4,6.7,0.9
ENR-01267,STU-0095,MAC-COMP-8500,2026S,3.67,A-,completed,3,6.4,0.68
ENR-01268,STU-0088,MAC-COMP-8500,2025F,3.0,B,completed,5,6.2,0.91
ENR-01269,STU-0068,MAC-COMP-8500,2025F,3.0,B,completed,5,7.1,0.56
ENR-01270,STU-0012,MAC-COMP-8500,2026S,3.8,A,completed,4,9.6,0.4
ENR-01271,STU-0083,MAC-COMP-8500,2025F,3.33,B+,completed,3,10.4,0.8
ENR-01272,STU-0117,MAC-COMP-8500,2026W,,,in-progress,,7.9,0.47
ENR-01273,STU-0055,MAC-COMP-8500,2026S,3.8,A,completed,4,11.1,0.74
ENR-01274,STU-0066,MAC-COMP-8500,2026F,3.67,A-,completed,3,6.1,0.68
ENR-01275,STU-0047,MAC-COMP-8500,2026S,3.33,B+,completed,3,6.0,0.59
ENR-01276,STU-0003,MAC-COMP-8500,2025S,,,withdrawn,,10.2,0.6
ENR-01277,STU-0106,MAC-COMP-8500,2026F,3.33,B+,completed,4,10.1,0.94
ENR-01278,STU-0040,MAC-COMP-8500,2025S,3.67,A-,completed,3,11.1,0.94
ENR-01279,STU-0024,MAC-COMP-8500,2025S,3.33,B+,completed,5,8.8,0.8
ENR-01280,STU-0028,MAC-COMP-8500,2026W,,,withdrawn,,7.1,0.59
ENR-01281,STU-0044,MAC-COMP-8500,2025F,2.0,C,completed,4,12.6,0.78
ENR-01282,STU-0099,MAC-COMP-8500,2025F,3.0,B,completed,4,12.5,0.43
ENR-01283,STU-0063,MAC-COMP-8500,2026W,2.67,B-,completed,4,7.6,0.84
ENR-01284,STU-0025,MAC-COMP-8500,2026F,3.33,B+,completed,3,9.2,0.85
ENR-01285,STU-0029,MAC-COMP-8500,2025F,,,in-progress,,8.3,0.87
ENR-01286,STU-0018,MAC-COMP-8500,2026W,3.33,B+,completed,4,8.2,0.84
ENR-01287,STU-0020,MAC-COMP-8500,2026S,,,in-progress,,13.2,0.61
ENR-01288,STU-0010,MAC-COMP-8500,2026S,3.0,B,completed,4,11.5,0.6
ENR-01289,STU-0038,MAC-COMP-8500,2026S,3.0,B,completed,5,6.6,0.73
ENR-01290,STU-0013,MAC-COMP-8500,2026W,3.67,A-,completed,4,6.8,0.58
ENR-01291,STU-0065,MAC-COMP-8500,2026S,3.33,B+,completed,5,7.3,0.64
ENR-01292,STU-0070,MAC-COMP-8500,2026F,2.0,C,completed,3,14.0,0.55
ENR-01293,STU-0112,MAC-COMP-8500,2026S,3.0,B,completed,3,8.9,0.84
ENR-01294,STU-0005,MAC-COMP-8500,2026F,3.8,A,completed,3,11.4,0.64
ENR-01295,STU-0085,MAC-COMP-8500,2026W,,,in-progress,,8.9,0.92
ENR-01296,STU-0100,MAC-COMP-8500,2026F,3.67,A-,completed,4,7.2,0.65
ENR-01297,STU-0080,MAC-COMP-8500,2025S,,,in-progress,,10.6,0.69
ENR-01298,STU-0118,MAC-COMP-8500,2026W,3.8,A,completed,5,11.2,0.54
ENR-01299,STU-0077,MAC-COMP-8500,2026S,3.8,A,completed,4,10.1,0.9
ENR-01300,STU-0049,MAC-COMP-8500,2026S,,,withdrawn,,7.7,0.74
ENR-01301,STU-0094,MAC-COMP-8500,2026S,,,withdrawn,,7.6,0.47
ENR-01302,STU-0021,MAC-COMP-8500,2026S,2.0,C,completed,5,7.4,0.79
ENR-01303,STU-0102,MAC-COMP-8500,2026W,3.67,A-,completed,4,11.7,0.7
ENR-01304,STU-0022,MAC-COMP-8500,2025F,3.8,A,completed,3,12.3,0.68
ENR-01305,STU-0057,MAC-COMP-8500,2025F,3.33,B+,completed,4,12.3,0.41
ENR-01306,STU-0006,MAC-COMP-8500,2026F,3.8,A,completed,4,7.0,0.89
ENR-01307,STU-0053,MAC-COMP-8500,2026S,,,withdrawn,,10.2,0.82
ENR-01308,STU-0104,MAC-COMP-8500,2025S,3.8,A,completed,4,7.0,0.57
ENR-01309,STU-0031,MAC-COMP-8500,2026F,,,withdrawn,,8.8,0.88
ENR-01310,STU-0076,MAC-COMP-8500,2026F,,,in-progress,,11.1,0.5
ENR-01311,STU-0037,MAC-COMP-8500,2026S,3.0,B,completed,5,10.0,0.88
ENR-01312,STU-0058,MAC-COMP-8500,2026W,3.0,B,completed,4,7.3,0.58
ENR-01313,STU-0030,MAC-COMP-8500,2026W,3.33,B+,completed,5,12.8,0.54
ENR-01314,STU-0072,MAC-COMP-8500,2025F,3.8,A,completed,5,11.0,0.74
ENR-01315,STU-0103,MAC-COMP-8500,2026F,3.0,B,completed,5,13.5,0.48
ENR-01316,STU-0078,MAC-COMP-8540,2025F,3.67,A-,completed,5,6.8,0.56
ENR-01317,STU-0044,MAC-COMP-8540,2025F,3.0,B,completed,5,13.7,0.9
ENR-01318,STU-0108,MAC-COMP-8540,2026W,,,withdrawn,,7.5,0.49
ENR-01319,STU-0073,MAC-COMP-8540,2026S,4.0,A+,completed,4,10.0,0.57
ENR-01320,STU-0006,MAC-COMP-8540,2026S,3.67,A-,completed,3,13.7,0.52
ENR-01321,STU-0106,MAC-COMP-8540,2026S,3.0,B,completed,4,10.8,0.86
ENR-01322,STU-0111,MAC-COMP-8540,2025S,2.67,B-,completed,5,12.8,0.64
ENR-01323,STU-0004,MAC-COMP-8540,2026S,3.33,B+,completed,3,8.9,0.62
ENR-01324,STU-0011,MAC-COMP-8540,2026F,3.33,B+,completed,5,8.3,0.61
ENR-01325,STU-0116,MAC-COMP-8540,2026F,2.33,C+,completed,4,11.4,0.47
ENR-01326,STU-0083,MAC-COMP-8540,2026W,3.8,A,completed,5,10.5,0.6
ENR-01327,STU-0099,MAC-COMP-8540,2026S,3.8,A,completed,4,10.0,0.42
ENR-01328,STU-0074,MAC-COMP-8540,2026F,3.33,B+,completed,4,9.7,0.73
ENR-01329,STU-0034,MAC-COMP-8540,2026W,3.0,B,completed,4,7.3,0.94
ENR-01330,STU-0084,MAC-COMP-8540,2026W,3.33,B+,completed,5,10.1,0.68
ENR-01331,STU-0027,MAC-COMP-8540,2026S,3.0,B,completed,4,12.5,0.6
ENR-01332,STU-0109,MAC-COMP-8540,2026W,3.0,B,completed,3,12.4,0.8
ENR-01333,STU-0118,MAC-COMP-8540,2026S,2.33,C+,completed,5,8.1,0.76
ENR-01334,STU-0054,MAC-COMP-8540,2025F,3.8,A,completed,5,11.8,0.72
ENR-01335,STU-0080,MAC-COMP-8540,2026F,,,withdrawn,,12.2,0.61
ENR-01336,STU-0082,MAC-COMP-8540,2025F,,,withdrawn,,6.3,0.92
ENR-01337,STU-0113,MAC-COMP-8540,2025F,3.8,A,completed,5,6.2,0.57
ENR-01338,STU-0064,MAC-COMP-8540,2026S,3.33,B+,completed,5,10.0,0.74
ENR-01339,STU-0081,MAC-COMP-8540,2025S,,,withdrawn,,11.6,0.69
ENR-01340,STU-0070,MAC-COMP-8540,2026W,3.67,A-,completed,3,14.0,0.66
ENR-01341,STU-0038,MAC-COMP-8540,2026F,3.0,B,completed,5,8.7,0.59
ENR-01342,STU-0110,MAC-COMP-8540,2026W,,,withdrawn,,10.9,0.51
ENR-01343,STU-0039,MAC-COMP-8540,2026W,2.33,C+,completed,4,10.5,0.52
ENR-01344,STU-0062,MAC-COMP-8540,2026W,,,in-progress,,11.6,0.78
ENR-01345,STU-0032,MAC-COMP-8540,2026W,2.67,B-,completed,5,9.8,0.71
ENR-01346,STU-0088,MAC-COMP-8540,2026W,3.67,A-,completed,4,7.0,0.77
ENR-01347,STU-0052,MAC-COMP-8540,2025F,3.0,B,completed,4,8.3,0.56
ENR-01348,STU-0093,MAC-COMP-8540,2026W,3.0,B,completed,4,12.0,0.52
ENR-01349,STU-0059,MAC-COMP-8540,2026W,3.33,B+,completed,3,7.1,0.74
ENR-01350,STU-0010,MAC-COMP-8540,2026F,3.8,A,completed,4,7.8,0.53
ENR-01351,STU-0008,MAC-COMP-8540,2026S,,,withdrawn,,6.8,0.82
ENR-01352,STU-0021,MAC-COMP-8540,2026F,3.0,B,completed,4,13.8,0.49
ENR-01353,STU-0057,MAC-COMP-8540,2025F,3.67,A-,completed,3,12.0,0.56
ENR-01354,STU-0102,MAC-COMP-8540,2025S,,,in-progress,,11.2,0.53
ENR-01355,STU-0092,MAC-COMP-8540,2025S,,,withdrawn,,13.3,0.5
ENR-01356,STU-0060,MAC-COMP-8540,2025S,3.33,B+,completed,5,14.0,0.62
ENR-01357,STU-0105,MAC-COMP-8540,2025S,3.8,A,completed,4,6.1,0.71
ENR-01358,STU-0119,MAC-COMP-8540,2026S,3.33,B+,completed,3,13.9,0.7
ENR-01359,STU-0019,MAC-COMP-8540,2026S,3.67,A-,completed,5,8.2,0.84
ENR-01360,STU-0041,MAC-COMP-8540,2026W,3.67,A-,completed,4,11.7,0.41
ENR-01361,STU-0076,MAC-COMP-8540,2025F,2.67,B-,completed,4,7.4,0.87
ENR-01362,STU-0045,MAC-COMP-8540,2026W,3.8,A,completed,3,6.7,0.77
ENR-01363,STU-0089,MAC-COMP-8540,2026W,3.67,A-,completed,4,13.5,0.4
ENR-01364,STU-0017,MAC-COMP-8540,2026W,,,in-progress,,13.6,0.57
ENR-01365,STU-0048,MAC-COMP-8540,2026F,,,withdrawn,,6.1,0.76
ENR-01366,STU-0066,MAC-COMP-8540,2025F,,,withdrawn,,6.5,0.47
ENR-01367,STU-0014,MAC-COMP-8540,2025F,2.67,B-,completed,5,9.2,0.68
ENR-01368,STU-0075,MAC-COMP-8540,2026W,,,in-progress,,11.5,0.75
ENR-01369,STU-0031,MAC-COMP-8540,2026W,3.8,A,completed,3,10.9,0.52
ENR-01370,STU-0101,MAC-COMP-8540,2026F,2.67,B-,completed,5,9.0,0.79
ENR-01371,STU-0016,MAC-COMP-8540,2025F,,,withdrawn,,12.1,0.77
ENR-01372,STU-0035,MAC-COMP-8540,2025S,3.67,A-,completed,5,10.2,0.69
ENR-01373,STU-0029,MAC-COMP-8540,2025S,3.67,A-,completed,5,12.6,0.9
ENR-01374,STU-0022,MAC-COMP-8570,2025S,3.33,B+,completed,3,9.4,0.79
ENR-01375,STU-0042,MAC-COMP-8570,2026S,3.0,B,completed,5,6.3,0.62
ENR-01376,STU-0110,MAC-COMP-8570,2026S,,,withdrawn,,9.0,0.89
ENR-01377,STU-0067,MAC-COMP-8570,2026S,3.0,B,completed,5,9.0,0.78
ENR-01378,STU-0057,MAC-COMP-8570,2026W,3.67,A-,completed,3,6.9,0.95
ENR-01379,STU-0015,MAC-COMP-8570,2025F,,,withdrawn,,12.7,0.82
ENR-01380,STU-0088,MAC-COMP-8570,2026S,3.33,B+,completed,3,11.4,0.7
ENR-01381,STU-0027,MAC-COMP-8570,2026S,2.67,B-,completed,5,8.8,0.55
ENR-01382,STU-0092,MAC-COMP-8570,2025S,,,in-progress,,6.3,0.76
ENR-01383,STU-0075,MAC-COMP-8570,2025S,3.33,B+,completed,4,7.9,0.44
ENR-01384,STU-0063,MAC-COMP-8570,2025S,3.33,B+,completed,5,8.0,0.42
ENR-01385,STU-0012,MAC-COMP-8570,2025S,3.67,A-,completed,5,7.1,0.95
ENR-01386,STU-0066,MAC-COMP-8570,2026W,3.0,B,completed,3,10.6,0.82
ENR-01387,STU-0058,MAC-COMP-8570,2025F,3.33,B+,completed,4,13.9,0.69
ENR-01388,STU-0104,MAC-COMP-8570,2026F,2.67,B-,completed,5,13.6,0.88
ENR-01389,STU-0008,MAC-COMP-8570,2026S,,,withdrawn,,10.4,0.43
ENR-01390,STU-0059,MAC-COMP-8570,2026S,3.33,B+,completed,3,12.3,0.58
ENR-01391,STU-0017,MAC-COMP-8570,2026S,3.67,A-,completed,3,7.5,0.7
ENR-01392,STU-0108,MAC-COMP-8570,2025F,3.33,B+,completed,4,12.4,0.9
ENR-01393,STU-0054,MAC-COMP-8570,2026F,3.67,A-,completed,5,7.1,0.53
ENR-01394,STU-0106,MAC-COMP-8570,2026S,3.0,B,completed,3,12.8,0.45
ENR-01395,STU-0073,MAC-COMP-8570,2026W,4.0,A+,completed,3,9.0,0.73
ENR-01396,STU-0105,MAC-COMP-8570,2026F,3.33,B+,completed,4,11.8,0.71
ENR-01397,STU-0072,MAC-COMP-8570,2025S,3.0,B,completed,5,7.7,0.5
ENR-01398,STU-0060,MAC-COMP-8570,2026S,,,in-progress,,13.3,0.78
ENR-01399,STU-0087,MAC-COMP-8570,2025F,,,withdrawn,,9.2,0.53
ENR-01400,STU-0040,MAC-COMP-8570,2026W,3.67,A-,completed,4,9.0,0.69
ENR-01401,STU-0093,MAC-COMP-8570,2026F,3.0,B,completed,5,13.1,0.66
ENR-01402,STU-0003,MAC-COMP-8570,2026W,3.33,B+,completed,5,13.3,0.6
ENR-01403,STU-0051,MAC-COMP-8570,2025F,3.33,B+,completed,5,6.1,0.7
ENR-01404,STU-0033,MAC-COMP-8570,2026W,3.67,A-,completed,3,7.2,0.58
ENR-01405,STU-0001,MAC-COMP-8570,2026F,3.67,A-,completed,4,11.2,0.78
ENR-01406,STU-0028,MAC-COMP-8570,2026S,,,withdrawn,,9.7,0.8
ENR-01407,STU-0111,MAC-COMP-8570,2025F,3.8,A,completed,5,7.1,0.7
ENR-01408,STU-0008,MAC-COMP-8590,2025F,3.67,A-,completed,4,11.0,0.54
ENR-01409,STU-0068,MAC-COMP-8590,2026W,3.67,A-,completed,5,13.7,0.65
ENR-01410,STU-0005,MAC-COMP-8590,2026W,3.0,B,completed,5,11.5,0.87
ENR-01411,STU-0108,MAC-COMP-8590,2025S,,,in-progress,,6.7,0.61
ENR-01412,STU-0109,MAC-COMP-8590,2026S,3.8,A,completed,4,6.4,0.41
ENR-01413,STU-0010,MAC-COMP-8590,2026W,3.8,A,completed,5,10.5,0.87
ENR-01414,STU-0105,MAC-COMP-8590,2025F,2.67,B-,completed,4,7.7,0.88
ENR-01415,STU-0086,MAC-COMP-8590,2025S,3.67,A-,completed,5,13.4,0.78
ENR-01416,STU-0007,MAC-COMP-8590,2025S,4.0,A+,completed,3,7.4,0.87
ENR-01417,STU-0098,MAC-COMP-8590,2025F,3.67,A-,completed,3,12.0,0.79
ENR-01418,STU-0001,MAC-COMP-8590,2025F,3.0,B,completed,5,10.5,0.71
ENR-01419,STU-0053,MAC-COMP-8590,2026W,3.0,B,completed,5,9.1,0.81
ENR-01420,STU-0018,MAC-COMP-8590,2025S,,,withdrawn,,10.0,0.94
ENR-01421,STU-0081,MAC-COMP-8590,2025S,3.67,A-,completed,5,9.5,0.86
ENR-01422,STU-0030,MAC-COMP-8590,2026S,3.33,B+,completed,4,13.8,0.58
ENR-01423,STU-0009,MAC-COMP-8590,2025F,3.33,B+,completed,5,8.8,0.92
ENR-01424,STU-0091,MAC-COMP-8590,2026S,3.0,B,completed,5,6.7,0.74
ENR-01425,STU-0020,MAC-COMP-8590,2025S,3.0,B,completed,3,8.1,0.61
ENR-01426,STU-0002,MAC-COMP-8590,2026S,,,withdrawn,,8.5,0.46
ENR-01427,STU-0028,MAC-COMP-8590,2026W,3.8,A,completed,3,9.6,0.82
ENR-01428,STU-0065,MAC-COMP-8590,2026S,3.33,B+,completed,3,9.6,0.71
ENR-01429,STU-0059,MAC-COMP-8590,2026W,3.0,B,completed,4,10.4,0.73
ENR-01430,STU-0048,MAC-COMP-8590,2026W,3.0,B,completed,5,9.3,0.83
ENR-01431,STU-0120,MAC-COMP-8590,2026F,3.8,A,completed,4,10.2,0.78
ENR-01432,STU-0080,MAC-COMP-8590,2026W,3.33,B+,completed,4,9.9,0.43
ENR-01433,STU-0082,MAC-COMP-8590,2026S,2.67,B-,completed,5,12.3,0.6
ENR-01434,STU-0113,MAC-COMP-8590,2026S,3.8,A,completed,4,10.8,0.51
ENR-01435,STU-0079,MAC-COMP-8590,2026S,3.0,B,completed,4,8.7,0.74
ENR-01436,STU-0062,MAC-COMP-8590,2026W,3.0,B,completed,5,9.4,0.85
ENR-01437,STU-0085,MAC-COMP-8590,2026W,3.67,A-,completed,4,8.6,0.92
ENR-01438,STU-0063,MAC-COMP-8590,2026S,3.0,B,completed,4,13.7,0.56
ENR-01439,STU-0003,MAC-COMP-8590,2025F,3.0,B,completed,4,8.6,0.55
ENR-01440,STU-0110,MAC-COMP-8590,2026F,3.8,A,completed,5,7.6,0.95
ENR-01441,STU-0069,MAC-COMP-8590,2026S,3.0,B,completed,5,13.5,0.52
ENR-01442,STU-0071,MAC-COMP-8590,2026S,3.67,A-,completed,4,11.4,0.48
ENR-01443,STU-0116,MAC-COMP-8590,2025F,3.8,A,completed,5,11.7,0.83
ENR-01444,STU-0102,MAC-COMP-8590,2026F,2.67,B-,completed,5,9.2,0.68
ENR-01445,STU-0089,MAC-COMP-8590,2026F,3.0,B,completed,5,6.3,0.93
ENR-01446,STU-0119,MAC-COMP-8590,2025S,3.0,B,completed,3,6.9,0.54
ENR-01447,STU-0036,MAC-COMP-8590,2026F,3.0,B,completed,4,6.4,0.94
ENR-01448,STU-0087,MAC-COMP-8590,2026W,,,in-progress,,13.7,0.64
ENR-01449,STU-0037,MAC-COMP-8590,2025S,3.33,B+,completed,5,8.1,0.68
ENR-01450,STU-0083,MAC-COMP-8590,2026F,,,withdrawn,,7.8,0.61
ENR-01451,STU-0100,MAC-COMP-8590,2026F,2.0,C,completed,4,11.5,0.48
ENR-01452,STU-0056,MAC-COMP-8590,2026W,3.8,A,completed,5,9.3,0.93
ENR-01453,STU-0023,MAC-COMP-8590,2026W,3.67,A-,completed,4,8.5,0.65
ENR-01454,STU-0014,MAC-COMP-8590,2026S,3.33,B+,completed,3,6.8,0.8
ENR-01455,STU-0013,MAC-COMP-8590,2025S,3.0,B,completed,5,12.5,0.46
ENR-01456,STU-0095,MAC-COMP-8590,2025F,3.33,B+,completed,5,13.4,0.81
ENR-01457,STU-0103,MAC-COMP-8590,2026W,3.67,A-,completed,4,10.5,0.93
ENR-01458,STU-0024,MAC-COMP-8610,2025S,3.67,A-,completed,3,7.9,0.46
ENR-01459,STU-0120,MAC-COMP-8610,2026S,3.67,A-,completed,3,9.3,0.48
ENR-01460,STU-0082,MAC-COMP-8610,2026F,2.0,C,completed,5,11.5,0.75
ENR-01461,STU-0085,MAC-COMP-8610,2026S,3.0,B,completed,5,8.3,0.5
ENR-01462,STU-0056,MAC-COMP-8610,2026W,3.8,A,completed,4,13.6,0.67
ENR-01463,STU-0051,MAC-COMP-8610,2026F,3.33,B+,completed,5,11.2,0.63
ENR-01464,STU-0004,MAC-COMP-8610,2026S,3.0,B,completed,3,7.3,0.71
ENR-01465,STU-0095,MAC-COMP-8610,2025S,3.8,A,completed,4,8.2,0.7
ENR-01466,STU-0079,MAC-COMP-8610,2026S,3.8,A,completed,5,10.4,0.46
ENR-01467,STU-0026,MAC-COMP-8610,2026F,3.0,B,completed,5,12.6,0.42
ENR-01468,STU-0058,MAC-COMP-8610,2026S,3.0,B,completed,4,6.8,0.86
ENR-01469,STU-0076,MAC-COMP-8610,2026S,3.8,A,completed,3,8.1,0.87
ENR-01470,STU-0055,MAC-COMP-8610,2025F,,,in-progress,,7.7,0.81
ENR-01471,STU-0050,MAC-COMP-8610,2026W,,,withdrawn,,12.9,0.74
ENR-01472,STU-0001,MAC-COMP-8610,2025F,3.0,B,completed,3,10.9,0.83
ENR-01473,STU-0091,MAC-COMP-8610,2026W,3.8,A,completed,5,10.3,0.73
ENR-01474,STU-0028,MAC-COMP-8610,2026W,3.33,B+,completed,5,10.6,0.92
ENR-01475,STU-0027,MAC-COMP-8610,2025F,2.67,B-,completed,4,13.7,0.83
ENR-01476,STU-0036,MAC-COMP-8610,2025F,3.8,A,completed,4,11.6,0.47
ENR-01477,STU-0097,MAC-COMP-8610,2026S,3.67,A-,completed,4,9.9,0.72
ENR-01478,STU-0105,MAC-COMP-8610,2026S,3.0,B,completed,4,6.6,0.84
ENR-01479,STU-0009,MAC-COMP-8610,2026W,3.33,B+,completed,4,11.6,0.88
ENR-01480,STU-0074,MAC-COMP-8610,2026F,3.0,B,completed,5,6.0,0.83
ENR-01481,STU-0014,MAC-COMP-8610,2026W,3.67,A-,completed,4,12.8,0.84
ENR-01482,STU-0069,MAC-COMP-8610,2026S,3.67,A-,completed,5,8.1,0.86
ENR-01483,STU-0119,MAC-COMP-8610,2026F,2.67,B-,completed,3,12.8,0.83
ENR-01484,STU-0047,MAC-COMP-8610,2025S,4.0,A+,completed,3,11.0,0.86
ENR-01485,STU-0042,MAC-COMP-8610,2026S,3.67,A-,completed,5,6.0,0.93
ENR-01486,STU-0111,MAC-COMP-8610,2026W,3.67,A-,completed,5,7.3,0.91
ENR-01487,STU-0059,MAC-COMP-8610,2026W,3.33,B+,completed,3,6.7,0.77
